Serie_0 timestamps,Serie_0  T L S 1.3,Serie_0  T L S 1.2,Serie_0  T L S 1.0,Serie_0  T L S 1.1,Serie_0  T L S  Q U I C
2021-12-27T00:00:00Z,85.714286,14.285714,0.0,0.0,0.0
2022-01-03T00:00:00Z,40.0,0.0,0.0,0.0,60.0
2022-01-10T00:00:00Z,85.9375,10.9375,0.0,0.0,3.125
2022-01-17T00:00:00Z,0.0,100.0,0.0,0.0,0.0
2022-01-24T00:00:00Z,0.0,100.0,0.0,0.0,0.0
2022-01-31T00:00:00Z,50.0,0.0,0.0,0.0,50.0
2022-02-07T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-02-14T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-02-21T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-02-28T00:00:00Z,14.0,86.0,0.0,0.0,0.0
2022-03-07T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-03-14T00:00:00Z,0.0,100.0,0.0,0.0,0.0
2022-03-21T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-03-28T00:00:00Z,0.0,100.0,0.0,0.0,0.0
2022-04-04T00:00:00Z,0.0,0.0,0.0,0.0,100.0
2022-04-11T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-04-18T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-04-25T00:00:00Z,0.0,100.0,0.0,0.0,0.0
2022-05-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-05-09T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-05-16T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-05-23T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-05-30T00:00:00Z,40.0,40.0,0.0,0.0,20.0
2022-06-06T00:00:00Z,20.0,40.0,0.0,0.0,40.0
2022-06-13T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-06-20T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-06-27T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-07-04T00:00:00Z,85.135135,2.702703,0.0,0.0,12.162162
2022-07-11T00:00:00Z,61.290323,1.612903,0.0,0.0,37.096774
2022-07-18T00:00:00Z,78.417266,7.194245,0.0,0.0,14.388489
2022-07-25T00:00:00Z,83.450704,1.760563,0.0,0.0,14.788732
2022-08-01T00:00:00Z,85.365854,9.756098,0.0,0.0,4.878049
2022-08-08T00:00:00Z,72.413793,6.896552,0.0,0.0,20.689655
2022-08-15T00:00:00Z,93.150685,2.739726,0.0,0.0,4.109589
2022-08-22T00:00:00Z,82.857143,2.857143,0.0,0.0,14.285714
2022-08-29T00:00:00Z,30.215827,2.158273,0.0,0.0,67.625899
2022-09-05T00:00:00Z,64.285714,2.380952,0.0,0.0,33.333333
2022-09-12T00:00:00Z,38.888889,16.666667,0.0,0.0,44.444444
2022-09-19T00:00:00Z,94.666667,0.0,0.0,0.0,5.333333
2022-09-26T00:00:00Z,82.644628,2.479339,0.0,0.0,14.876033
2022-10-03T00:00:00Z,58.278146,26.490066,0.0,0.0,15.231788
2022-10-10T00:00:00Z,85.207101,0.0,0.0,0.0,14.792899
2022-10-17T00:00:00Z,51.764706,0.0,0.0,0.0,48.235294
2022-10-24T00:00:00Z,89.108911,0.0,0.0,0.0,10.891089
2022-10-31T00:00:00Z,78.813559,9.322034,0.0,0.0,11.864407
2022-11-07T00:00:00Z,45.283019,3.773585,0.0,0.0,50.943396
2022-11-14T00:00:00Z,69.791667,0.0,0.0,0.0,30.208333
2022-11-21T00:00:00Z,69.354839,0.0,0.0,0.0,30.645161
2022-11-28T00:00:00Z,65.333333,0.0,0.0,0.0,34.666667
2022-12-05T00:00:00Z,93.617021,0.0,0.0,0.0,6.382979
2022-12-12T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-12-19T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-12-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0
