Serie_0 timestamps,Serie_0  T L S 1.3,Serie_0  T L S 1.0,Serie_0  T L S 1.1,Serie_0  T L S 1.2,Serie_0  T L S  Q U I C
2021-12-27T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-01-03T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-01-10T00:00:00Z,35.0,0.0,0.0,10.0,55.0
2022-01-17T00:00:00Z,5.555556,0.0,0.0,66.666667,27.777778
2022-01-24T00:00:00Z,21.73913,0.0,0.0,78.26087,0.0
2022-01-31T00:00:00Z,85.714286,0.0,0.0,0.0,14.285714
2022-02-07T00:00:00Z,12.307692,0.0,0.0,87.692308,0.0
2022-02-14T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-02-21T00:00:00Z,54.545455,0.0,0.0,0.0,45.454545
2022-02-28T00:00:00Z,99.447514,0.0,0.0,0.0,0.552486
2022-03-07T00:00:00Z,0.0,0.0,0.0,57.142857,42.857143
2022-03-14T00:00:00Z,1.369863,0.0,0.0,68.493151,30.136986
2022-03-21T00:00:00Z,0.0,0.0,0.0,100.0,0.0
2022-03-28T00:00:00Z,9.090909,0.0,0.0,90.909091,0.0
2022-04-04T00:00:00Z,0.0,0.0,0.0,100.0,0.0
2022-04-11T00:00:00Z,90.0,0.0,0.0,0.0,10.0
2022-04-18T00:00:00Z,31.081081,0.0,0.0,68.918919,0.0
2022-04-25T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-05-02T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-05-09T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-05-16T00:00:00Z,80.0,0.0,0.0,20.0,0.0
2022-05-23T00:00:00Z,64.285714,0.0,0.0,14.285714,21.428571
2022-05-30T00:00:00Z,27.272727,0.0,0.0,68.181818,4.545455
2022-06-06T00:00:00Z,83.333333,0.0,0.0,0.0,16.666667
2022-06-13T00:00:00Z,86.842105,0.0,0.0,13.157895,0.0
2022-06-20T00:00:00Z,74.509804,0.0,0.0,13.72549,11.764706
2022-06-27T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-07-04T00:00:00Z,57.142857,0.0,0.0,38.095238,4.761905
2022-07-11T00:00:00Z,94.285714,0.0,0.0,0.0,5.714286
2022-07-18T00:00:00Z,6.289308,0.0,0.0,3.773585,89.937107
2022-07-25T00:00:00Z,73.4375,0.0,0.0,14.0625,12.5
2022-08-01T00:00:00Z,28.125,0.0,0.0,25.0,46.875
2022-08-08T00:00:00Z,0.0,0.0,0.0,100.0,0.0
2022-08-15T00:00:00Z,33.333333,0.0,0.0,33.333333,33.333333
2022-08-22T00:00:00Z,63.333333,0.0,0.0,23.333333,13.333333
2022-08-29T00:00:00Z,58.139535,0.0,0.0,6.976744,34.883721
2022-09-05T00:00:00Z,82.608696,0.0,0.0,6.521739,10.869565
2022-09-12T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-09-19T00:00:00Z,0.0,0.0,0.0,72.727273,27.272727
2022-09-26T00:00:00Z,86.046512,0.0,0.0,4.651163,9.302326
2022-10-03T00:00:00Z,33.333333,0.0,0.0,0.0,66.666667
2022-10-10T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-10-17T00:00:00Z,0.0,0.0,0.0,66.666667,33.333333
2022-10-24T00:00:00Z,0.0,0.0,0.0,93.333333,6.666667
2022-10-31T00:00:00Z,75.0,0.0,0.0,25.0,0.0
2022-11-07T00:00:00Z,0.0,0.0,0.0,50.0,50.0
2022-11-14T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-11-21T00:00:00Z,16.666667,0.0,0.0,83.333333,0.0
2022-11-28T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-12-05T00:00:00Z,85.393258,0.0,0.0,2.247191,12.359551
2022-12-12T00:00:00Z,76.190476,0.0,0.0,4.761905,19.047619
2022-12-19T00:00:00Z,70.0,0.0,0.0,30.0,0.0
2022-12-26T00:00:00Z,16.666667,0.0,0.0,83.333333,0.0
