Serie_0 timestamps,Serie_0  T L S 1.3,Serie_0  T L S 1.0,Serie_0  T L S 1.1,Serie_0  T L S 1.2,Serie_0  T L S  Q U I C
2021-12-27T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-01-03T00:00:00Z,92.857143,0.0,0.0,0.0,7.142857
2022-01-10T00:00:00Z,47.619048,0.0,0.0,0.0,52.380952
2022-01-17T00:00:00Z,82.608696,0.0,0.0,2.173913,15.217391
2022-01-24T00:00:00Z,24.0,0.0,0.0,2.0,74.0
2022-01-31T00:00:00Z,50.0,0.0,0.0,0.0,50.0
2022-02-07T00:00:00Z,26.0,0.0,0.0,2.0,72.0
2022-02-14T00:00:00Z,32.786885,0.0,0.0,0.0,67.213115
2022-02-21T00:00:00Z,76.666667,0.0,0.0,13.333333,10.0
2022-02-28T00:00:00Z,72.972973,0.0,0.0,0.0,27.027027
2022-03-07T00:00:00Z,43.75,0.0,0.0,25.0,31.25
2022-03-14T00:00:00Z,91.875,0.0,0.0,6.875,1.25
2022-03-21T00:00:00Z,64.285714,0.0,0.0,35.714286,0.0
2022-03-28T00:00:00Z,75.675676,0.0,0.0,2.702703,21.621622
2022-04-04T00:00:00Z,9.677419,0.0,0.0,88.172043,2.150538
2022-04-11T00:00:00Z,54.83871,0.0,0.0,37.096774,8.064516
2022-04-18T00:00:00Z,51.724138,0.0,0.0,42.528736,5.747126
2022-04-25T00:00:00Z,6.944444,0.0,0.0,77.777778,15.277778
2022-05-02T00:00:00Z,71.186441,0.0,0.0,28.813559,0.0
2022-05-09T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-05-16T00:00:00Z,93.75,0.0,0.0,0.0,6.25
2022-05-23T00:00:00Z,60.0,0.0,0.0,0.0,40.0
2022-05-30T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-06-06T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-06-13T00:00:00Z,92.307692,0.0,0.0,3.846154,3.846154
2022-06-20T00:00:00Z,86.0,0.0,0.0,6.0,8.0
2022-06-27T00:00:00Z,33.333333,0.0,0.0,53.333333,13.333333
2022-07-04T00:00:00Z,84.210526,0.0,0.0,0.0,15.789474
2022-07-11T00:00:00Z,6.293706,0.0,0.0,91.608392,2.097902
2022-07-18T00:00:00Z,72.727273,0.0,0.0,9.090909,18.181818
2022-07-25T00:00:00Z,37.288136,0.0,0.0,61.016949,1.694915
2022-08-01T00:00:00Z,35.294118,0.0,0.0,58.823529,5.882353
2022-08-08T00:00:00Z,15.384615,0.0,0.0,84.615385,0.0
2022-08-15T00:00:00Z,75.0,0.0,0.0,25.0,0.0
2022-08-22T00:00:00Z,15.384615,0.0,0.0,46.153846,38.461538
2022-08-29T00:00:00Z,0.0,0.0,0.0,100.0,0.0
2022-09-05T00:00:00Z,80.327869,0.0,0.0,19.672131,0.0
2022-09-12T00:00:00Z,8.695652,0.0,0.0,91.304348,0.0
2022-09-19T00:00:00Z,14.925373,0.0,0.0,83.58209,1.492537
2022-09-26T00:00:00Z,95.238095,0.0,0.0,4.761905,0.0
2022-10-03T00:00:00Z,30.0,0.0,0.0,20.0,50.0
2022-10-10T00:00:00Z,75.0,0.0,0.0,25.0,0.0
2022-10-17T00:00:00Z,0.0,0.0,0.0,20.0,80.0
2022-10-24T00:00:00Z,97.468354,0.0,0.0,1.265823,1.265823
2022-10-31T00:00:00Z,76.582278,0.0,0.0,10.126582,13.291139
2022-11-07T00:00:00Z,93.243243,0.0,0.0,1.351351,5.405405
2022-11-14T00:00:00Z,98.617512,0.0,0.0,0.0,1.382488
2022-11-21T00:00:00Z,75.675676,0.0,0.0,24.324324,0.0
2022-11-28T00:00:00Z,44.444444,0.0,0.0,55.555556,0.0
2022-12-05T00:00:00Z,91.304348,0.0,0.0,4.347826,4.347826
2022-12-12T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-12-19T00:00:00Z,87.5,0.0,0.0,12.5,0.0
2022-12-26T00:00:00Z,0.0,0.0,0.0,33.333333,66.666667
