Serie_0 timestamps,Serie_0  T L S 1.3,Serie_0  T L S 1.2,Serie_0  T L S 1.0,Serie_0  T L S 1.1,Serie_0  T L S  Q U I C
2021-12-27T00:00:00Z,80.808081,19.191919,0.0,0.0,0.0
2022-01-03T00:00:00Z,73.109244,26.890756,0.0,0.0,0.0
2022-01-10T00:00:00Z,70.987654,29.012346,0.0,0.0,0.0
2022-01-17T00:00:00Z,61.19403,38.80597,0.0,0.0,0.0
2022-01-24T00:00:00Z,46.853147,53.146853,0.0,0.0,0.0
2022-01-31T00:00:00Z,46.759259,53.240741,0.0,0.0,0.0
2022-02-07T00:00:00Z,29.62963,70.37037,0.0,0.0,0.0
2022-02-14T00:00:00Z,35.964912,64.035088,0.0,0.0,0.0
2022-02-21T00:00:00Z,24.305556,75.694444,0.0,0.0,0.0
2022-02-28T00:00:00Z,31.226766,68.773234,0.0,0.0,0.0
2022-03-07T00:00:00Z,31.062449,68.937551,0.0,0.0,0.0
2022-03-14T00:00:00Z,15.544041,84.455959,0.0,0.0,0.0
2022-03-21T00:00:00Z,38.526316,61.473684,0.0,0.0,0.0
2022-03-28T00:00:00Z,28.251121,71.748879,0.0,0.0,0.0
2022-04-04T00:00:00Z,39.263804,60.736196,0.0,0.0,0.0
2022-04-11T00:00:00Z,65.686275,34.313725,0.0,0.0,0.0
2022-04-18T00:00:00Z,50.869565,49.130435,0.0,0.0,0.0
2022-04-25T00:00:00Z,43.624161,56.375839,0.0,0.0,0.0
2022-05-02T00:00:00Z,20.529801,79.470199,0.0,0.0,0.0
2022-05-09T00:00:00Z,3.153153,96.846847,0.0,0.0,0.0
2022-05-16T00:00:00Z,27.419355,72.580645,0.0,0.0,0.0
2022-05-23T00:00:00Z,49.0,51.0,0.0,0.0,0.0
2022-05-30T00:00:00Z,16.243655,83.756345,0.0,0.0,0.0
2022-06-06T00:00:00Z,27.860697,72.139303,0.0,0.0,0.0
2022-06-13T00:00:00Z,40.816327,59.183673,0.0,0.0,0.0
2022-06-20T00:00:00Z,32.758621,67.241379,0.0,0.0,0.0
2022-06-27T00:00:00Z,31.219512,68.780488,0.0,0.0,0.0
2022-07-04T00:00:00Z,68.370607,31.629393,0.0,0.0,0.0
2022-07-11T00:00:00Z,37.537538,62.462462,0.0,0.0,0.0
2022-07-18T00:00:00Z,87.719298,12.280702,0.0,0.0,0.0
2022-07-25T00:00:00Z,97.5,2.5,0.0,0.0,0.0
2022-08-01T00:00:00Z,96.923077,3.076923,0.0,0.0,0.0
2022-08-08T00:00:00Z,77.777778,22.222222,0.0,0.0,0.0
2022-08-15T00:00:00Z,97.727273,2.272727,0.0,0.0,0.0
2022-08-22T00:00:00Z,76.0,24.0,0.0,0.0,0.0
2022-08-29T00:00:00Z,93.258427,6.741573,0.0,0.0,0.0
2022-09-05T00:00:00Z,90.39548,9.60452,0.0,0.0,0.0
2022-09-12T00:00:00Z,91.666667,8.333333,0.0,0.0,0.0
2022-09-19T00:00:00Z,78.26087,21.73913,0.0,0.0,0.0
2022-09-26T00:00:00Z,96.666667,3.333333,0.0,0.0,0.0
2022-10-03T00:00:00Z,93.75,6.25,0.0,0.0,0.0
2022-10-10T00:00:00Z,94.086022,5.913978,0.0,0.0,0.0
2022-10-17T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-10-24T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-10-31T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-11-07T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-11-14T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-11-21T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-11-28T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-12-05T00:00:00Z,0.0,0.0,0.0,0.0,0.0
2022-12-12T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-12-19T00:00:00Z,100.0,0.0,0.0,0.0,0.0
2022-12-26T00:00:00Z,0.0,0.0,0.0,0.0,0.0
